published_year,unique_institutions,avg_num_authors,avg_num_affiliations
1620,0,1.3333333333333333,0.0
1621,0,1.5,0.0
1622,0,1.0736842105263158,0.0
1623,0,1.091897233201581,0.0
1624,0,1.1111111111111112,0.0
1625,0,1.2307692307692308,0.0
1626,0,1.0636363636363637,0.0
1627,0,2.0,0.0
1628,0,2.8333333333333335,0.0
1629,0,1.6521739130434783,0.0
1630,0,1.9047619047619047,0.0
1631,0,1.2222222222222223,0.0
1632,0,1.0681818181818181,0.0
1633,0,1.0427509293680297,0.0
1634,0,1.0833333333333333,0.0
1635,0,1.0169491525423728,0.0
1636,0,1.3333333333333333,0.0
1637,0,1.0,0.0
1638,0,1.4594594594594594,0.0
1639,0,1.35,0.0
1640,0,1.0503597122302157,0.0
1641,0,1.75,0.0
1642,0,2.0,0.0
1643,0,1.0,0.0
1644,0,1.2058823529411764,0.0
1645,0,1.053030303030303,0.0
1646,0,1.1329113924050633,0.0
1647,0,1.0024801587301588,0.0
1648,0,1.0106803797468353,0.0
1649,0,1.0446428571428572,0.0
1650,0,1.4146341463414633,0.0
1651,0,1.0914826498422714,0.0
1652,0,1.0147058823529411,0.0
1653,0,1.178082191780822,0.0
1654,0,1.1333333333333333,0.0
1655,0,1.144736842105263,0.0
1656,0,1.1012658227848102,0.0
1657,0,1.1419354838709677,0.0
1658,0,1.6774193548387097,0.0
1659,0,1.0849056603773586,0.0
1660,0,1.3055555555555556,0.0
1661,0,1.0909090909090908,0.0
1662,0,1.3958333333333333,0.0
1663,0,1.1538461538461537,0.0
1664,0,1.4857142857142858,0.0
1665,0,1.1714285714285715,0.0
1666,0,2.0833333333333335,0.0
1667,0,1.0855263157894737,0.0
1668,0,1.1666666666666667,0.0
1669,0,1.2340425531914894,0.19148936170212766
1670,0,1.1015037593984962,0.02631578947368421
1671,0,1.125,0.03125
1672,0,1.1666666666666667,0.11904761904761904
1673,0,1.0677966101694916,0.03389830508474576
1674,0,1.5,0.09090909090909091
1675,0,1.6363636363636365,0.05454545454545454
1676,0,1.5833333333333333,0.08333333333333333
1677,0,1.205128205128205,0.1282051282051282
1678,0,1.2833333333333334,0.058333333333333334
1679,0,1.1486486486486487,0.013513513513513514
1680,0,1.3214285714285714,0.0
1681,0,1.141732283464567,0.0
1682,0,1.196078431372549,0.0
1683,0,1.0970873786407767,0.1650485436893204
1684,0,1.226890756302521,0.226890756302521
1685,0,1.2619047619047619,0.29365079365079366
1686,0,1.1065573770491803,0.04918032786885246
1687,0,1.065326633165829,0.02512562814070352
1688,0,1.0185185185185186,0.0
1689,0,1.2272727272727273,0.0
1690,0,1.2222222222222223,0.0
1691,0,1.1666666666666667,0.06666666666666667
1692,0,1.2424242424242424,0.0
1693,0,1.232,0.072
1694,0,1.1492537313432836,0.11940298507462686
1695,0,1.2954545454545454,0.18181818181818182
1696,0,1.5,0.05172413793103448
1697,0,1.4031007751937985,0.16279069767441862
1698,0,1.0542168674698795,0.14457831325301204
1699,0,1.180722891566265,0.1566265060240964
1700,0,1.3953488372093024,0.03875968992248062
1701,0,1.2545454545454546,0.21818181818181817
1702,0,1.088235294117647,0.11764705882352941
1703,0,1.425,0.125
1704,0,1.4102564102564104,0.0641025641025641
1705,0,1.2148148148148148,0.0962962962962963
1706,0,1.2156862745098038,0.058823529411764705
1707,0,1.099009900990099,0.04950495049504951
1708,0,1.6111111111111112,0.14814814814814814
1709,0,1.3043478260869565,0.018633540372670808
1710,0,1.6097560975609757,0.0
1711,0,1.0224719101123596,0.0
1712,0,1.4132947976878614,0.0
1713,0,2.037037037037037,0.0
1714,0,1.898876404494382,0.0
1715,0,1.5384615384615385,0.0
1716,0,1.1971830985915493,0.0
1717,0,1.4583333333333333,0.0
1718,0,2.0,0.0
1719,0,2.142857142857143,0.0
1720,0,1.1282051282051282,0.0
1721,0,1.3,0.0
1722,0,2.0,0.0
1723,0,2.8333333333333335,0.0
1724,0,1.4545454545454546,0.0
1725,0,1.5555555555555556,0.0
1726,0,1.3571428571428572,0.0
1727,0,1.3370786516853932,0.0
1728,0,1.2638888888888888,0.1111111111111111
1729,0,1.4857142857142858,0.0
1730,0,1.6896551724137931,0.0
1731,0,1.6818181818181819,0.0
1732,0,1.368421052631579,0.0
1733,0,1.6785714285714286,0.0
1734,0,1.4107142857142858,0.0
1735,0,2.0,0.0
1736,0,1.2,0.0
1737,0,1.7941176470588236,0.0
1738,0,1.1454545454545455,0.0
1739,0,1.4285714285714286,0.0
1740,0,2.037037037037037,0.0
1741,0,1.8076923076923077,0.0
1742,0,1.3272727272727274,0.0
1743,0,2.3333333333333335,0.0
1744,0,2.3333333333333335,0.0
1745,0,1.92,0.0
1746,0,1.59375,0.0
1747,0,1.4181818181818182,0.0
1748,0,1.1748251748251748,0.0
1749,0,1.8148148148148149,0.0
1750,0,1.3893805309734513,0.0
1751,0,1.2142857142857142,0.0
1752,0,1.1578947368421053,0.0
1753,0,1.2210526315789474,0.0
1754,0,1.3595505617977528,0.0
1755,0,1.8235294117647058,0.0
1756,0,1.9649122807017543,0.0
1757,0,1.4408602150537635,0.0
1758,0,2.024390243902439,0.0
1759,0,1.1019108280254777,0.0
1760,0,1.9607843137254901,0.0
1761,0,2.0789473684210527,0.0
1762,0,2.1914893617021276,0.0
1763,0,1.3095238095238095,0.0
1764,0,1.7413793103448276,0.0
1765,0,1.0361216730038023,0.0
1766,0,1.6136363636363635,0.0
1767,0,1.2151898734177216,0.0
1768,0,1.7777777777777777,0.0
1769,0,1.5314685314685315,0.0
1770,0,1.553191489361702,0.0
1771,0,1.4901960784313726,0.0
1772,0,1.8545454545454545,0.0
1773,0,1.4772727272727273,0.0
1774,0,1.7391304347826086,0.0
1775,0,1.35,0.0
1776,0,1.4114285714285715,0.0
1777,0,1.1666666666666667,0.0
1778,0,1.2884615384615385,0.0
1779,0,1.316205533596838,0.0
1780,0,2.125,0.0
1781,0,2.1363636363636362,0.0
1782,0,1.85,0.0
1783,0,1.543103448275862,0.0
1784,0,1.08875,0.0
1785,0,1.3004484304932735,0.0
1786,0,1.3941176470588235,0.0
1787,0,1.2161290322580645,0.0
1788,0,1.3302752293577982,0.0
1789,0,1.3234501347708896,0.0
1790,0,1.5681818181818181,0.0
1791,0,1.216171617161716,0.0
1792,0,1.5133079847908746,0.0
1793,0,1.4746376811594204,0.0
1794,0,1.5365853658536586,0.0
1795,0,1.4189189189189189,0.0
1796,0,1.4475806451612903,0.0
1797,0,1.4343891402714932,0.0
1798,0,1.2820512820512822,0.05698005698005698
1799,0,1.4271255060728745,0.07894736842105263
1800,0,1.337442218798151,0.03543913713405239
1801,0,1.3014084507042254,0.07323943661971831
1802,0,1.302120141342756,0.08657243816254417
1803,0,1.3022388059701493,0.09514925373134328
1804,0,1.264935064935065,0.08831168831168831
1805,0,1.4054054054054055,0.07276507276507277
1806,0,1.3029612756264237,0.10478359908883828
1807,0,1.1690427698574337,0.09164969450101833
1808,0,1.2213438735177866,0.12845849802371542
1809,0,1.1538461538461537,0.06342780026990553
1810,0,1.152037617554859,0.08620689655172414
1811,0,1.1901528013582343,0.06112054329371817
1812,0,1.1296296296296295,0.051587301587301584
1813,0,1.097938144329897,0.07216494845360824
1814,0,1.1451876019575857,0.0864600326264274
1815,0,1.1171393341553637,0.035758323057953144
1816,0,1.181636726546906,0.08183632734530938
1817,0,1.16988416988417,0.052123552123552123
1818,0,1.1676646706586826,0.031936127744510975
1819,0,1.14519906323185,0.0702576112412178
1820,0,1.2818791946308725,0.0436241610738255
1821,0,1.275968992248062,0.05271317829457364
1822,0,1.184174624829468,0.054570259208731244
1823,0,1.1055206149545773,0.023759608665269043
1824,0,1.1899791231732777,0.04592901878914405
1825,1,1.2246963562753037,0.03137651821862348
1826,0,1.1384850803366489,0.020657995409334353
1827,0,1.0972143263217737,0.015918135304150087
1828,0,1.135809987819732,0.026187576126674786
1829,0,1.1310299869621903,0.020208604954367666
1830,0,1.1563275434243176,0.022332506203473945
1831,0,1.118723849372385,0.016736401673640166
1832,0,1.145879732739421,0.026169265033407572
1833,0,1.1612734864300627,0.04279749478079332
1834,0,1.1166306695464363,0.023758099352051837
1835,0,1.1496598639455782,0.03441376550620248
1836,0,1.1308411214953271,0.04813084112149533
1837,0,1.0947210782478471,0.030325720703856234
1838,0,1.1784277879341865,0.04204753199268738
1839,0,1.1681559707554834,0.0479285134037368
1840,0,1.176659528907923,0.04532476802284083
1841,0,1.135683094198378,0.029008109794135994
1842,0,1.123989218328841,0.034441449535789155
1843,0,1.1754045307443366,0.03300970873786408
1844,0,1.1383841207715963,0.0287950796757059
1845,0,1.2082405345211582,0.03758351893095768
1846,0,1.1106161841128435,0.02845830240039594
1847,0,1.1471751412429378,0.04406779661016949
1848,0,1.1402603782854335,0.026529108327192335
1849,0,1.1654326700601574,0.04488662656177696
1850,0,1.0934121621621622,0.09510135135135135
1851,0,1.104527402700556,0.12422557585385226
1852,0,1.0945084745762712,0.13233898305084746
1853,0,1.113722418070244,0.18501109805457633
1854,0,1.1064563171152062,0.13602015113350127
1855,0,1.0903217791029942,0.12796620698223382
1856,0,1.0820848545889463,0.12577111922447437
1857,0,1.0926033779848574,0.1062317996505533
1858,0,1.0763009845288327,0.10337552742616034
1859,0,1.1806188534420725,0.11681458383305349
1860,0,1.0999232343909928,0.10849539406345957
1861,0,1.1299786628733997,0.05138691322901849
1862,0,1.1306320907617504,0.03192868719611021
1863,0,1.1128254580520733,0.038090646094503376
1864,0,1.0894501119681512,0.08086588703657627
1865,0,1.1109647196603718,0.05987410335236422
1866,0,1.0803511141120865,0.10139545352239478
1867,0,1.0696592862197958,0.11505408957638256
1868,0,1.095112285336856,0.1303729295803272
1869,0,1.1001401315080306,0.10014013150803061
1870,1,1.0876428960261295,0.1407185628742515
1871,0,1.1027411592383345,0.08819836785938481
1872,0,1.0798670303443574,0.12870780770542106
1873,0,1.0946667762346947,0.13550825869011424
1874,0,1.1065201815142107,0.1580288193615158
1875,0,1.0991716161300407,0.16458268208815255
1876,0,1.093603744149766,0.13401678924299829
1877,0,1.0998487140695916,0.14386571572653267
1878,0,1.114448220850385,0.15238954012623984
1879,0,1.096697659506252,0.15190766271240783
1880,1,1.125662557322375,0.15359418736227742
1881,0,1.1177809213358756,0.15339196752567807
1882,0,1.1174508636092912,0.1231685527099464
1883,0,1.1221053911140826,0.13651005895581353
1884,0,1.120084590763603,0.16672382258802013
1885,0,1.1237039090657055,0.15702800110895482
1886,0,1.1283405513890357,0.15865638533854443
1887,0,1.1343298759406142,0.15654870856213138
1888,1,1.1444411444411444,0.1563211563211563
1889,2,1.1564046440807003,0.13889417586600686
1890,3,1.16621385600621,0.13977294779739957
1891,2,1.151191681236772,0.1273580565013343
1892,1,1.1759445781948608,0.09787254950130202
1893,2,1.175319437958993,0.12713843019060153
1894,2,1.1959805018379415,0.09165734377497203
1895,2,1.2098383212934296,0.11684439857814471
1896,2,1.1929933061699651,0.12416327124563446
1897,1,1.1960157312456352,0.12408571323556437
1898,2,1.2188924380002153,0.1158525643326275
1899,2,1.2181937077672018,0.10488265639758773
1900,4,1.250320145581991,0.1276538383770304
1901,2,1.219507471839396,0.10234644805215763
1902,2,1.206763462598787,0.10665931507688538
1903,4,1.216840722906635,0.1021512100556563
1904,3,1.225730994152047,0.10384733764235149
1905,4,1.237709886646057,0.10511002000363702
1906,3,1.2363759640647511,0.09746588693957114
1907,3,1.2237764174722323,0.10359249923829045
1908,4,1.2300578034682081,0.10143836537168974
1909,5,1.2333299758259468,0.10354552780016116
1910,6,1.2411012501192862,0.08101918121958201
1911,4,1.2500754708218191,0.08893946079000534
1912,6,1.2724333431999817,0.08624968692365491
1913,5,1.2657527709693512,0.08034184326399584
1914,5,1.2661730319563522,0.08977121635871808
1915,5,1.245897932004925,0.10824936553006508
1916,6,1.2591707809099113,0.12071985985029464
1917,7,1.263906091656345,0.10764553541267875
1918,8,1.2509519492293744,0.09715926261710486
1919,6,1.269051956173024,0.09833881623664392
1920,7,1.2574664567521208,0.10242733275371854
1921,5,1.2420669041477297,0.10387749252753552
1922,6,1.3363096349983188,0.12048417827922442
1923,7,1.3161373970526469,0.11267142674531144
1924,8,1.3335480589930497,0.11240888286150195
1925,7,1.3236342819757934,0.11630683676807327
1926,6,1.3334623054257566,0.10617875532009881
1927,6,1.368090776240007,0.107854093240494
1928,6,1.38550998602778,0.10851757486096271
1929,6,1.3522320330226074,0.10977009923184167
1930,11,1.3845416309781011,0.10571059662759034
1931,7,1.4124560843181093,0.10879591184924944
1932,7,1.4017214319523679,0.10231434194464513
1933,8,1.4296241229099824,0.11414560346401649
1934,10,1.4157269991346018,0.11906330323813952
1935,10,1.4063998604935042,0.12261624503319507
1936,8,1.4309444311948485,0.12305032196518007
1937,7,1.4347523516989826,0.13403484354002687
1938,7,1.4292267902491544,0.1335065360624466
1939,8,1.4852253375866453,0.1345669536852709
1940,10,1.487240462309502,0.13373222870001022
1941,12,1.4604844470420157,0.14290538346645887
1942,18,1.4650453830661847,0.14808122051480122
1943,23,1.4654870223888559,0.13991129806593205
1944,28,1.4517176887488925,0.1421071627784887
1945,30,1.4079091970602378,0.1554708427776633
1946,28,1.4143513389757907,0.152124783976603
1947,25,1.4201911017442237,0.1451364735392612
1948,29,1.4463353102593608,0.1363968310170842
1949,33,1.4679673392478605,0.14317539451990263
1950,34,1.4896893068062085,0.14929919161332023
1951,36,1.5149277106447518,0.155211922385796
1952,39,1.535681739368866,0.15897708852490747
1953,43,1.5459276429415507,0.1584628670120898
1954,42,1.5509068440114007,0.17091098713488725
1955,50,1.5601579393972573,0.16979169517970055
1956,47,1.5738848757733797,0.18112791940656278
1957,45,1.5813398170545914,0.1838781690534969
1958,51,1.6105319124344066,0.1863947386670982
1959,48,1.6070643025775886,0.18996068814567435
1960,58,1.6211795373085696,0.1895180088728476
1961,52,1.6410589495842143,0.18591354313835184
1962,59,1.6645301826917904,0.18479391146888502
1963,58,1.679044072004966,0.19164494103041588
1964,63,1.7014559381091992,0.1881552488986446
1965,67,1.724122417024171,0.1894884884211123
1966,60,1.7648839319496017,0.18149674714810438
1967,60,1.7756494512989025,0.1853989707979416
1968,68,1.8094400305464584,0.18986386265842303
1969,68,1.8204168748506506,0.18755838203028263
1970,70,1.896250985309099,0.16410063751227316
1971,72,1.9227210393007559,0.18119439550625405
1972,66,1.9536623800738429,0.1824793215035838
1973,72,1.9935922535118322,0.188165136403831
1974,73,2.0077331580228046,0.18832363575822514
1975,73,2.042823282738502,0.16443527300904573
1976,89,2.0607156008957452,0.17020552376212988
1977,94,2.1173629475617206,0.17227308426320442
1978,102,2.142892147589216,0.17071601922068655
1979,123,2.1604657797322497,0.17743153163182945
1980,118,2.1967158292309885,0.1705165593745748
1981,114,2.2530582058003668,0.18502948130761313
1982,113,2.2752962903607377,0.17876019750146904
1983,100,2.3119392320073717,0.18229957610891756
1984,100,2.35260748284015,0.18568386125262418
1985,106,2.398372725523259,0.19469022975899059
1986,118,2.425802434832721,0.20077722206785836
1987,110,2.4820185199349725,0.24484218475498784
1988,120,2.5105879277962306,0.27453207257385526
1989,114,2.565132294230003,0.2864658016370979
1990,109,2.6151583799912133,0.27293246076677863
1991,123,2.636846657731374,0.27745205440328363
1992,123,2.6970020952045273,0.27989191094401694
1993,127,2.744856404801702,0.28557779972648534
1994,125,2.798167537344939,0.2908444783823373
1995,134,2.8531094430394606,0.2915622418579309
1996,138,2.8899381597934863,0.3733288579818062
1997,149,2.940245212359322,0.4005038433376234
1998,143,2.990349207927947,0.41443547140078685
1999,151,2.995545716725968,0.43657414677303835
2000,145,2.9263952538548272,0.4472048660140625
2001,148,2.9717282750044673,0.45349206869757447
2002,148,3.005544128658526,0.49465984474334224
2003,165,3.0024734209735167,0.5917796332230998
2004,172,3.2016146616646446,0.5256243675256205
2005,188,3.289969892240614,0.556116443521585
2006,200,3.362907602945164,0.530856922535267
2007,185,3.385610206907641,0.5259868333833688
2008,186,3.537741103645255,0.5209005263700611
2009,215,3.6651334886221107,0.5175803619423043
2010,221,3.6430321444455696,0.511115141432228
2011,232,3.665892186967988,0.5932020525721727
2012,298,3.8549500666633425,0.6630245478649881
2013,323,3.8413292203270837,0.7633759590511401
2014,407,3.815382774301638,0.8428748773707231
2015,477,3.879738589756284,0.8613172248428921
2016,390,3.9044279436779004,0.8792337271669954
2017,296,3.8696271654412624,0.926749704378239
2018,366,3.9377922320675394,0.9798670640089799
2019,460,4.016521185619395,0.997628415676212
2020,538,4.0683740400905855,1.061154680196728
2021,531,4.297218895529985,1.0978734103876662
2022,521,4.210182731123794,1.2004404645237514
2023,230,4.970266874214662,1.3890230865887736
2024,0,3.9175985874043553,1.529723366686286
2025,1,2.049586776859504,0.0
2026,0,3.3333333333333335,0.0
2027,0,2.5,0.0
2028,0,2.0,0.0
2029,0,2.2,0.0
2030,0,1.7142857142857142,0.0
2031,0,1.6388888888888888,0.0
2032,0,2.0,2.0
2033,0,,
2034,0,,
2035,0,,
2036,0,,
2037,0,,
2038,0,4.75,0.0
2039,0,,
2040,0,,
2041,0,,
2042,0,,
2043,0,,
2044,0,,
2045,0,,
2047,0,2.8,0.0
2048,0,1.0,0.0
2050,0,1.0,0.0
2051,0,1.375,0.0
2054,0,1.0,0.0
2055,0,1.5,0.0
2059,0,,
2061,0,1.0,0.0
2070,0,1.0,0.0
2075,0,4.0,0.0
2077,0,1.0,0.0
2080,0,2.125,0.0
2081,0,1.0909090909090908,0.0
2086,0,,
2088,0,2.9444444444444446,0.0
2091,1,3.5,0.0
2096,0,2.0,0.0
2099,1,2.5,0.0
2100,0,1.4482758620689655,0.0
2101,0,1.0,0.0
2102,0,,
2103,0,2.260869565217391,0.0
2104,0,2.4545454545454546,0.0
2105,0,1.5,0.0
2106,0,2.3636363636363638,0.0
2107,0,3.857142857142857,0.2857142857142857
2108,0,2.3,0.0
2109,0,5.875,0.0
2114,0,2.4482758620689653,0.0
2115,0,2.5416666666666665,0.0
2116,0,3.0,0.0
2117,0,2.8,0.0
2121,0,5.814814814814815,0.0
2122,0,1.0,0.0
2200,0,2.0,0.0
2203,0,3.7,0.0
